# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:53:06 2025
#
# CONSTRAINT:  where (ml_modeldef like '1')
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,11.28000000,8.73000000,-3.38000000,0,3585.00000000,2770.00000000,-1070.00000000,0,3.04000000,1.16000000,-0.75000000,0,0.81000000,0.63000000,-0.24000000,0,3930.00000000,1490.00000000,-910.00000000,0,,,,,2457969.85800000,0.02300000,-0.02300000,0,-0.03500000,0.00100000,-0.00100000,0,101.06000000,1.55000000,-1.55000000,0,0.34000000,0.02000000,-0.02000000,0,0.83900000,0.00300000,-0.00300000,0,133.20000000,3.80000000,-3.80000000,0,-5.10200000,0.00700000,-0.00700000,0,22.10000000,0.02000000,-0.02000000,0,,,,,0.99000000,0.13000000,-0.13000000,0,3.56000000,0.45000000,-0.45000000,0,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,4.80000000,0.60000000,-0.60000000,0,1500.00000000,200.00000000,-200.00000000,0,5.00000000,0.30000000,-0.30000000,0,1.00000000,0.10000000,-0.10000000,0,3200.00000000,500.00000000,-500.00000000,0,8000.00000000,,,0,2458254.22300000,0.03300000,-0.03300000,0,0.03300000,0.00300000,-0.00300000,0,70.12000000,5.16000000,-5.16000000,0,0.50000000,,,1,1.26000000,0.01000000,-0.01000000,0,45.40000000,5.10000000,-5.10000000,0,2.51200000,0.01000000,-0.01000000,0,21.54000000,0.01000000,-0.01000000,0,17.13000000,,,0,1.24000000,0.15000000,-0.15000000,0,6.50000000,0.80000000,-0.80000000,0,1,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
OGLE-2016-BLG-1093L b,17h56m01.03s,269.004292,-32d42m48.5s,-32.713472,0.71000000,0.12000000,-0.12000000,0,225.65816897,38.13940884,-38.13940884,0,2.13000000,0.33000000,-0.33000000,0,0.46000000,0.08000000,-0.08000000,0,8120.00000000,690.00000000,-690.00000000,0,,,,,2457560.31800000,0.00700000,-0.00700000,0,-0.02100000,0.00100000,-0.00100000,0,56.35500000,1.16800000,-1.16800000,0,2.14200000,0.30300000,-0.30300000,0,1.01700000,0.00100000,-0.00100000,0,14.73000000,0.99000000,-0.99000000,0,-2.53200000,0.02600000,-0.02600000,0,,,,,,,,,0.24000000,0.04000000,-0.04000000,0,,,,,1,<a refstr=SHIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..254S/abstract target=ref>Shin et al. 2022</a>
KMT-2019-BLG-1367L b,18h09m53.12s,272.471333,-29d45m43.96s,-29.762211,0.01283712,0.00811759,-0.00654441,0,4.08000000,2.58000000,-2.08000000,0,1.70000000,0.50000000,-0.56000000,0,0.25000000,0.16000000,-0.13000000,0,4670.00000000,2450.00000000,-2100.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91000000,2.56000000,-1.71000000,0,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>
OGLE-2014-BLG-0221L b,18h01m12.90s,270.303750,-27d25m36.35s,-27.426764,4.35000000,1.65000000,-1.91000000,0,1382.55357045,524.41687155,-607.05225737,0,3.76000000,0.96000000,-1.07000000,0,0.69000000,0.26000000,-0.30000000,0,3680.00000000,1130.00000000,-1160.00000000,0,,,,,2456728.34000000,0.14000000,-0.14000000,0,0.17730000,0.00380000,-0.00380000,0,67.60000000,1.30000000,-1.30000000,0,0.78000000,0.15400000,-0.15400000,0,1.15170000,0.00490000,-0.00490000,0,60.30000000,3.40000000,-3.40000000,0,0.70100000,0.01200000,-0.01200000,0,20.22100000,0.02800000,-0.02800000,0,,,,,0.82000000,0.23000000,-0.23000000,0,4.42000000,1.22000000,-1.22000000,0,1,<a refstr=KIRIKAWA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..154K/abstract target=ref>Kirikawa et al. 2024</a>
KMT-2021-BLG-1303L b,18h07m27.33s,271.863875,-29d16m53.69s,-29.281581,0.38000000,0.22000000,-0.20000000,0,120.77479466,69.92224954,-63.56568140,0,2.89000000,0.44000000,-0.66000000,0,0.57000000,0.32000000,-0.29000000,0,6280.00000000,950.00000000,-1430.00000000,0,,,,,2459385.09100000,0.00300000,-0.00300000,0,0.02170000,0.00060000,-0.00060000,0,25.21000000,0.68000000,-0.68000000,0,0.95000000,0.08000000,-0.08000000,0,1.02900000,0.00100000,-0.00100000,0,6.42000000,0.45000000,-0.45000000,0,6.13800000,0.00100000,-0.00100000,0,,,,,,,,,0.42000000,0.05000000,-0.05000000,0,6.13000000,0.70000000,-0.70000000,0,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>
OGLE-2016-BLG-1067L b,18h12m49.08s,273.204500,-27d00m45.5s,-27.012639,0.43000000,0.21000000,-0.17000000,0,140.00000000,67.00000000,-54.00000000,0,1.70000000,0.38000000,-0.39000000,0,0.30000000,0.15000000,-0.12000000,0,3730.00000000,660.00000000,-670.00000000,0,7660.00000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80000000,,,0,,,,,,,,,,,,,1,<a refstr=CALCHI_NOVATI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>Calchi Novati et al. 2019</a>
OGLE-2019-BLG-0299L b,17h46m43.07s,266.679458,-23d35m03.52s,-23.584311,6.22000000,3.80000000,-3.67000000,0,1976.89269154,1207.74794660,-1166.43025369,0,2.80000000,0.58000000,-0.89000000,0,0.59000000,0.36000000,-0.35000000,0,5830.00000000,1210.00000000,-1850.00000000,0,,,,,2458560.23900000,0.02500000,-0.02500000,0,0.05600000,0.00200000,-0.00200000,0,29.82000000,1.05000000,-1.05000000,0,3.50000000,,,1,0.99000000,0.00200000,-0.00200000,0,100.37000000,6.37000000,-6.37000000,0,1.27700000,0.01860000,-0.01860000,0,20.98600000,0.03900000,-0.03900000,0,20.04000000,,,0,0.14000000,,,-1,1.74000000,,,-1,1,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..21H/abstract target=ref>Han et al. 2021</a>
KMT-2021-BLG-0119L b,18h16m00.13s,274.000542,-29d44m38.00s,-29.743889,5.52000000,3.12000000,-2.40000000,0,1754.41280664,991.62462984,-762.78817680,0,2.92000000,0.67000000,-0.68000000,0,0.56000000,0.32000000,-0.24000000,0,3130.00000000,1300.00000000,-910.00000000,0,,,,,2459305.77900000,0.05000000,-0.05000000,0,0.08000000,0.00300000,-0.00300000,0,54.28800000,1.67000000,-1.67000000,0,1.80000000,,,1,1.05300000,0.00300000,-0.00300000,0,93.93500000,6.25500000,-6.25500000,0,1.12200000,0.03000000,-0.03000000,0,19.26000000,0.01000000,-0.01000000,0,,,,,0.31000000,,,-1,6.11000000,3.09000000,-2.46000000,0,1,<a refstr=SHIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220903886S/abstract target=ref>Shin et al. 2022</a>
KMT-2022-BLG-1013L b,17h38m50.22s,264.709250,-28d21m20.41s,-28.355669,0.31000000,0.46000000,-0.16000000,0,98.52680617,146.20106722,-50.85254512,0,1.38000000,0.18000000,-0.20000000,0,0.18000000,0.28000000,-0.10000000,0,7710.00000000,1010.00000000,-1090.00000000,0,,,,,2459737.14500000,0.00200000,-0.00200000,0,0.00358000,0.00016000,-0.00016000,0,40.17000000,1.75000000,-1.75000000,0,4.93000000,0.24000000,-0.24000000,0,1.07200000,0.00200000,-0.00200000,0,16.00000000,1.40000000,-1.40000000,0,6.02700000,0.00700000,-0.00700000,0,21.65200000,0.00300000,-0.00300000,0,,,,,0.15400000,0.02400000,-0.02400000,0,1.40000000,0.22000000,-0.22000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..90H/abstract target=ref>Han et al. 2023</a>
MOA-2011-BLG-322L b,18h04m53.6s,271.223333,-27d13m15.4s,-27.220944,11.60000000,13.40000000,-5.60000000,0,3690.00000000,4260.00000000,-1800.00000000,0,4.30000000,1.50000000,-1.20000000,0,0.39000000,0.45000000,-0.19000000,0,7560.00000000,910.00000000,-910.00000000,0,,,,,2455774.27290000,0.00540000,-0.00540000,0,0.04686000,0.00017000,-0.00017000,0,23.17000000,0.80000000,-0.80000000,0,7.00000000,,,1,1.82200000,0.01000000,-0.01000000,0,284.00000000,10.00000000,-10.00000000,0,0.36620000,0.00360000,-0.00360000,0,19.83000000,0.05000000,-0.05000000,0,16.69000000,0.02000000,-0.02000000,0,0.08500000,,,-1,4.70000000,,,0,1,<a refstr=SHVARTZVALD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref> Shvartzvald et al. 2014 </a>
KMT-2024-BLG-1044L b,18h06m15.36s,271.564000,-27d35m33.29s,-27.592581,0.02438423,0.03785061,-0.01271126,0,7.75000000,12.03000000,-4.04000000,0,,,,,0.06900000,0.08000000,-0.03600000,0,7140.00000000,950.00000000,-960.00000000,0,,,,,2460449.36860000,0.00850000,-0.00850000,0,0.00120400,0.00005200,-0.00005200,0,9.13000000,0.29000000,-0.29000000,0,5.72000000,0.31000000,-0.31000000,0,1.03270000,0.00540000,-0.00540000,0,3.35000000,0.31600000,-0.31600000,0,4.37710000,0.00800000,-0.00800000,0,20.28500000,0.00600000,-0.00600000,0,,,,,0.10000000,0.01000000,-0.01000000,0,4.01000000,0.42000000,-0.42000000,0,1,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.106H/abstract target=ref>Han et al. 2024</a>
KMT-2019-BLG-2974L b,17h51m24.50s,267.852083,-29d25m23.38s,-29.423161,0.28000000,0.29000000,-0.18000000,0,88.99195396,92.17023803,-57.20911326,0,2.00000000,0.80000000,-0.70000000,0,0.47000000,0.41000000,-0.28000000,0,6100.00000000,1500.00000000,-2100.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70000000,3.60000000,-2.40000000,0,1,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>
OGLE-2018-BLG-1212L b,18h04m18.63s,271.077625,-28d11m38.70s,-28.194083,0.20000000,0.16000000,-0.13000000,0,63.56568140,50.85254512,-41.31769291,0,1.68000000,1.47000000,-0.63000000,0,0.16000000,0.12000000,-0.10000000,0,1550.00000000,1260.00000000,-540.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52000000,0.02000000,-0.02000000,0,,,,,,,,,,,,,1,<a refstr=GOULD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..13G/abstract target=ref>Gould et al. 2022</a>
OGLE-2015-BLG-0954L b,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,3.40000000,3.70000000,-1.60000000,0,1100.00000000,1200.00000000,-510.00000000,0,1.60000000,1.30000000,-0.70000000,0,0.30000000,0.34000000,-0.14000000,0,1200.00000000,1100.00000000,-500.00000000,0,,,,,2457165.22700000,0.00900000,-0.00900000,0,0.05410000,0.00200000,-0.00200000,0,39.50000000,1.20000000,-1.20000000,0,,,,,0.79770000,0.00320000,-0.00320000,0,103.50000000,2.60000000,-2.60000000,0,1.40390000,0.00410000,-0.00410000,0,21.04700000,0.03300000,-0.03300000,0,,,,,1.28000000,0.08000000,-0.08000000,0,11.80000000,0.80000000,-0.80000000,0,1,<a refstr=BENNETT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...68B/abstract target=ref>Bennett et al. 2017</a>
KMT-2023-BLG-0735L b,17h50m18.23s,267.575958,-29d12m10.51s,-29.202919,0.12200000,0.06800000,-0.06800000,0,38.77506565,21.61233168,-21.61233168,0,2.96000000,0.56000000,-0.74000000,0,0.61000000,0.34000000,-0.34000000,0,6390.00000000,1210.00000000,-1600.00000000,0,,,,,2460070.60200000,0.01100000,-0.01100000,0,-0.01680000,0.00283000,-0.00283000,0,19.31000000,2.28000000,-2.28000000,0,1.63000000,0.49000000,-0.49000000,0,1.04100000,0.00900000,-0.00900000,0,1.92000000,0.46000000,-0.46000000,0,5.33400000,0.03400000,-0.03400000,0,23.12700000,0.03600000,-0.03600000,0,,,,,0.69700000,0.22500000,-0.22500000,0,13.17000000,4.54000000,-4.54000000,0,1,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.115H/abstract target=ref>Han et al. 2024</a>
OGLE-2016-BLG-0007L b,17h53m25.45s,268.356042,-29d38m32.10s,-29.642250,0.00415318,0.00286318,-0.00210806,0,1.32000000,0.91000000,-0.67000000,0,10.10000000,3.80000000,-3.40000000,0,0.59000000,0.41000000,-0.30000000,0,4300.00000000,1100.00000000,-1400.00000000,0,,,,,2457498.44000000,0.10000000,-0.10000000,0,1.25320000,0.00330000,-0.00330000,0,73.92000000,0.31000000,-0.31000000,0,15.10000000,1.70000000,-1.70000000,0,2.82870000,0.00880000,-0.00880000,0,0.06900000,0.02300000,-0.01900000,0,5.75650000,0.00160000,-0.00160000,0,15.52130000,0.00630000,-0.00630000,0,,,,,0.73000000,0.10000000,-0.10000000,0,3.61000000,0.51000000,-0.51000000,0,1,<a refstr=ZANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025Sci...388..400Z/abstract target=ref>Zang et al. 2025</a>
KMT-2021-BLG-1105L b,17h42m55.74s,265.732250,-25d30m32.08s,-25.508911,1.30000000,0.68000000,-0.68000000,0,413.17692910,216.12331676,-216.12331676,0,3.54000000,1.06000000,-1.06000000,0,0.63000000,0.33000000,-0.33000000,0,4540.00000000,1670.00000000,-1670.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.49000000,0.07000000,-0.07000000,0,,,,,,,,,,,,,1,<a refstr=RYU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...83R/abstract target=ref>Ryu et al. 2023</a>
UKIRT-2017-BLG-001L b,17h46m36.98s,266.654083,-29d12m40.9s,-29.211361,1.28000000,0.37000000,-0.44000000,0,407.00000000,120.00000000,-140.00000000,0,4.18000000,0.96000000,-0.88000000,0,0.81000000,0.21000000,-0.27000000,0,6300.00000000,1600.00000000,-2100.00000000,0,11200.00000000,3600.00000000,-2600.00000000,0,2457916.24300000,0.02200000,-0.02200000,0,0.03030000,0.00360000,-0.00260000,0,101.00000000,8.20000000,-9.60000000,0,6.64000000,0.75000000,-0.56000000,0,1.03180000,0.00320000,-0.00450000,0,15.00000000,1.70000000,-1.40000000,0,3.70360000,0.00840000,-0.00760000,0,,,,,,,,,0.92000000,0.47000000,-0.48000000,0,2.34000000,0.84000000,-0.42000000,0,1,<a refstr=SHVARTZVALD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...857L...8S/abstract target=ref>Shvartzvald et al. 2018</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,2.73000000,0.43000000,-0.43000000,0,868.00000000,140.00000000,-140.00000000,0,3.45000000,0.26000000,-0.26000000,0,0.44000000,0.07000000,-0.07000000,0,4970.00000000,290.00000000,-290.00000000,0,,,,,2456141.33000000,0.05000000,-0.05000000,0,0.49600000,0.00200000,-0.00200000,0,64.77000000,0.19000000,-0.19000000,0,11.11000000,0.14000000,-0.14000000,0,1.30100000,0.00200000,-0.00200000,0,59.20000000,1.10000000,-1.10000000,0,0.83700000,0.00200000,-0.00200000,0,,,,,,,,,0.53000000,0.05000000,-0.05000000,0,3.02000000,0.26000000,-0.26000000,0,1,<a refstr=TSAPRAS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref> Tsapras et al. 2014 </a>
OGLE-2017-BLG-1275L b,17h51m39.70s,267.915417,-29d29m52.69s,-29.497969,5.90000000,2.20000000,-2.20000000,0,1875.18760130,699.22249540,-699.22249540,0,2.09000000,0.63000000,-0.63000000,0,0.63000000,0.23000000,-0.23000000,0,7690.00000000,900.00000000,-900.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=RYU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...88R/abstract target=ref>Ryu et al. 2024</a>
OGLE-2006-BLG-109L c,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.27000000,0.02000000,-0.02000000,0,86.00000000,7.00000000,-7.00000000,0,4.50000000,2.10000000,-1.00000000,0,0.51000000,0.05000000,-0.04000000,0,1510.00000000,110.00000000,-120.00000000,0,,,,,2453831.02040000,0.01100000,-0.01100000,0,0.00345000,0.00005000,-0.00005000,0,128.10000000,0.80000000,-0.80000000,0,,,,,1.04180000,0.00010000,-0.00010000,0,5.01400000,0.03000000,-0.03000000,0,-0.23500000,0.00070000,-0.00070000,0,20.93500000,0.03000000,-0.03000000,0,,,,,1.50500000,,,0,,,,,1,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>
KMT-2021-BLG-1150L b,17h55m09.63s,268.790125,-31d18m47.99s,-31.313331,0.88000000,0.38000000,-0.36000000,0,279.68899816,120.77479466,-114.41822652,0,4.50000000,1.60000000,-1.40000000,0,0.73000000,0.32000000,-0.30000000,0,3800.00000000,1300.00000000,-1200.00000000,0,,,,,2459387.08600000,0.05500000,-0.05500000,0,0.46400000,0.01000000,-0.01000000,0,43.75000000,0.65000000,-0.65000000,0,0.89900000,0.01600000,-0.01600000,0,1.24200000,0.00700000,-0.00700000,0,11.50000000,0.50000000,-0.50000000,0,4.70300000,0.00300000,-0.00300000,0,19.61900000,0.00800000,-0.00800000,0,,,,,1.03000000,0.14000000,-0.14000000,0,8.59000000,1.20000000,-1.20000000,0,1,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..36H/abstract target=ref>Han et al. 2023</a>
OGLE-2014-BLG-0676L b,17h52m24.50s,268.102083,-30d32m54.2s,-30.548389,3.68000000,0.69000000,-1.44000000,0,1169.60853776,219.30160083,-457.67290608,0,4.53000000,1.49000000,-2.50000000,0,0.73000000,0.14000000,-0.29000000,0,2670.00000000,770.00000000,-1410.00000000,0,,,,,,,,,,,,,,,,,0.27800000,0.03300000,-0.03300000,0,,,,,47.80000000,1.30000000,-1.30000000,0,,,,,23.50000000,0.10000000,-0.10000000,0,,,,,1.26000000,0.20000000,-0.20000000,0,3.95000000,0.75000000,-0.75000000,0,1,<a refstr=XIE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..303X/abstract target=ref>Xie et al. 2021</a>
KMT-2018-BLG-0247L b,17h38m14.41s,264.560042,-27d09m01.48s,-27.150411,2.11000000,2.09000000,-1.04000000,0,670.61793877,664.26137063,-330.54154328,0,2.46000000,0.51000000,-0.58000000,0,0.29000000,0.28000000,-0.14000000,0,6760.00000000,990.00000000,-1240.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>
OGLE-2012-BLG-0026L c,17h34m18.70s,263.577917,-27d08m33.9s,-27.142750,0.86000000,0.06000000,-0.06000000,0,270.00000000,20.00000000,-20.00000000,0,4.80000000,0.70000000,-0.70000000,0,1.06000000,0.05000000,-0.05000000,0,4019.00000000,380.00000000,-380.00000000,0,7390.00000000,1280.00000000,-1280.00000000,0,,,,,,,,,94.12000000,0.92000000,-0.92000000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.98000000,0.04000000,-0.04000000,0,,,,,1,<a refstr=BEAULIEU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...83B/abstract target=ref>Beaulieu et al. 2016</a>
MOA-2007-BLG-192L b,18h08m03.80s,272.015825,-27d09m00.27s,-27.150075,0.01000000,0.01500000,-0.00500000,0,3.30000000,4.90000000,-1.60000000,0,0.62000000,0.22000000,-0.16000000,0,0.06000000,0.02800000,-0.02100000,0,1000.00000000,400.00000000,-400.00000000,0,,,,,2454245.45300000,,,0,-0.00360000,,,0,74.50000000,,,0,,,,,1.12000000,,,0,1.20000000,,,0,2.02100000,,,0,21.48000000,,,0,,,,,,,,,,,,,1,<a refstr=BENNETT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...684..663B/abstract target=ref> Bennett et al. 2008 </a>
